adult,genre_ids,id,original_language,popularity,release_date,title,video,vote_average,vote_count
FALSE,[35],76493,en,44.281,15-05-2012,The Dictator,FALSE,6.178,5475
FALSE,"[16, 10749, 10751, 35, 14]",486589,en,44.262,25-07-2019,Red Shoes and the Seven Dwarfs,FALSE,7.776,1012
FALSE,"[35, 18]",467956,en,44.259,17-05-2018,The Professor,FALSE,6.854,1028
FALSE,"[16, 10751]",15167,en,44.236,30-09-2001,Barbie in the Nutcracker,FALSE,6.828,986
FALSE,"[28, 53, 80]",15092,en,44.209,16-04-2009,Crank: High Voltage,FALSE,6.1,2635
FALSE,"[35, 10749]",466282,en,44.205,16-08-2018,To All the Boys I've Loved Before,FALSE,7.637,8092
FALSE,"[53, 28, 878]",218043,en,39.739,03-10-2014,Left Behind,FALSE,4.207,1201
FALSE,"[35, 80, 9648]",270487,en,33.284,05-02-2016,"Hail, Caesar!",FALSE,5.913,3594
FALSE,"[18, 36]",363676,en,44.383,07-09-2016,Sully,FALSE,7.182,6768
FALSE,"[28, 12, 35]",533535,en,54.718,24-07-2024,Deadpool 3,FALSE,0,0
FALSE,"[28, 16, 878]",39105,ja,49.875,10-07-1993,Dragon Ball Z: Bojack Unbound,FALSE,7.063,499
FALSE,"[80, 18, 9648, 53]",395834,en,53.831,03-08-2017,Wind River,FALSE,7.432,4829
FALSE,"[12, 10751]",606856,en,44.152,20-12-2019,Togo,FALSE,8.168,1856
FALSE,"[12, 18]",334533,en,44.151,08-07-2016,Captain Fantastic,FALSE,7.914,6083
FALSE,"[12, 16, 10751, 10749]",10530,en,61.8,14-06-1995,Pocahontas,FALSE,6.926,5363
FALSE,"[12, 16, 18, 10751]",10948,en,38.368,10-07-1981,The Fox and the Hound,FALSE,7.133,3002
FALSE,"[18, 35, 10749]",718032,en,44.113,26-11-2021,Licorice Pizza,FALSE,7.004,1986
FALSE,"[28, 12, 35, 878, 10751]",791155,en,49.404,12-08-2022,Secret Headquarters,FALSE,6.6,305
FALSE,"[14, 35, 10751]",11283,en,49.617,21-10-2005,Nanny McPhee,FALSE,6.655,2844
FALSE,"[28, 53, 878]",10483,en,41.117,22-08-2008,Death Race,FALSE,6.3,3520
FALSE,"[53, 36, 18]",522241,en,42.622,24-01-2020,The Courier,FALSE,7.035,992
FALSE,"[27, 53]",16871,en,47.012,27-05-2009,Drag Me to Hell,FALSE,6.409,3429
FALSE,"[28, 53, 878]",5548,en,55.709,17-07-1987,RoboCop,FALSE,7.297,4669
FALSE,"[35, 10749, 18]",4951,en,49.01,30-03-1999,10 Things I Hate About You,FALSE,7.583,7507
FALSE,"[12, 16, 10751, 14, 878]",9016,en,59.107,26-11-2002,Treasure Planet,FALSE,7.5,3878
FALSE,"[28, 12, 80]",59859,en,39.86,17-07-2013,Kick-Ass 2,FALSE,6.395,5846
FALSE,"[16, 10751]",431562,en,57.541,05-01-2017,LEGO Frozen Northern Lights,FALSE,6.6,81
FALSE,"[28, 27, 878]",485811,en,48.864,07-09-2018,Redcon-1,FALSE,5.7,288
FALSE,"[878, 28, 12]",1452,en,39.856,28-06-2006,Superman Returns,FALSE,5.7,3910
FALSE,"[10402, 14]",1192396,en,30.605,12-12-2023,Christmas with The Chosen: Holy Night,FALSE,0,0
FALSE,"[878, 27]",575322,en,57.824,06-01-2022,Project Gemini,FALSE,5.823,373
FALSE,"[27, 53, 18]",787752,en,60.573,03-03-2022,Fresh,FALSE,7.006,1329
FALSE,[18],207,en,44.193,02-06-1989,Dead Poets Society,FALSE,8.313,10471
FALSE,[53],1109534,da,53.558,24-08-2023,The Dive,FALSE,6.613,102
FALSE,"[18, 53, 9648, 28]",670,ko,40.291,21-11-2003,Oldboy,FALSE,8.27,7945
FALSE,"[28, 878, 12]",118340,en,52.284,30-07-2014,Guardians of the Galaxy,FALSE,7.906,26899
FALSE,"[27, 14, 53]",11428,en,44.833,10-04-1992,Sleepwalkers,FALSE,6.071,481
FALSE,[27],22970,en,44.036,12-04-2012,The Cabin in the Woods,FALSE,6.607,7396
FALSE,"[878, 28, 12]",80274,en,46.333,24-10-2013,Ender's Game,FALSE,6.593,5493
FALSE,"[28, 18, 878]",8656,en,56.576,08-05-1998,Deep Impact,FALSE,6.2,2775
FALSE,"[35, 14]",2907,en,49.724,22-11-1991,The Addams Family,FALSE,7.036,4210
FALSE,"[16, 10751]",355338,en,54.779,03-11-2015,Riley's First Date?,FALSE,7.145,760
FALSE,"[878, 12, 28, 53]",72559,en,54.328,27-03-2013,G.I. Joe: Retaliation,FALSE,5.616,5259
FALSE,"[14, 16, 28]",17581,ja,37.826,02-08-2008,Naruto Shippuden the Movie: Bonds,FALSE,7.169,413
FALSE,"[18, 10402]",1203970,en,47.504,04-12-2023,The Melodic Blue: Baby Keem,FALSE,8,1
FALSE,"[80, 18, 9648, 53]",1949,en,59.473,02-03-2007,Zodiac,FALSE,7.522,9755
FALSE,"[28, 35]",869855,nl,55.797,20-07-2022,H4Z4RD,FALSE,6.2,23
FALSE,"[53, 16, 28, 35, 27, 9648]",75624,ja,58.073,30-07-2011,Naruto Shippuden the Movie: Blood Prison,FALSE,7.307,535
FALSE,"[16, 10751, 14, 35, 12, 9648]",370567,en,34.327,15-03-2018,Sherlock Gnomes,FALSE,5.646,666
FALSE,"[16, 10751]",13002,en,48.071,19-09-2006,Barbie in The 12 Dancing Princesses,FALSE,7.651,1077
FALSE,"[53, 878, 9648, 10749]",782,en,39.369,07-09-1997,Gattaca,FALSE,7.553,5871
FALSE,"[18, 10749]",12405,en,48.518,12-11-2008,Slumdog Millionaire,FALSE,7.733,10026
FALSE,"[18, 10749]",153,en,36.265,18-09-2003,Lost in Translation,FALSE,7.4,6824
FALSE,"[35, 10751]",33217,en,46.064,19-03-2010,Diary of a Wimpy Kid,FALSE,6.226,1478
FALSE,"[35, 10749, 18]",10184,en,61.237,06-02-2009,He's Just Not That Into You,FALSE,6.532,3424
FALSE,[18],316029,en,41.067,20-12-2017,The Greatest Showman,FALSE,7.905,8935
FALSE,"[28, 53]",117263,en,55.311,20-03-2013,Olympus Has Fallen,FALSE,6.394,6268
FALSE,"[16, 12, 35, 10751]",153518,en,42.312,11-05-2016,The Angry Birds Movie,FALSE,6.212,3424
FALSE,"[16, 18, 9648, 14]",942881,ja,52.438,23-12-2022,Lonely Castle in the Mirror,FALSE,6.806,36
FALSE,"[10749, 18]",716814,fi,52.435,01-04-2022,The Wait,FALSE,6.1,20
FALSE,"[878, 12, 28]",1927,en,48.056,19-06-2003,Hulk,FALSE,5.539,5443
FALSE,"[18, 14]",12665,en,51.552,27-10-1995,Powder,FALSE,6.9,581
FALSE,[18],1578,en,39.251,14-11-1980,Raging Bull,FALSE,7.953,3946
FALSE,"[28, 878, 12]",338762,en,45.314,05-03-2020,Bloodshot,FALSE,6.8,4729
FALSE,[18],22881,en,42.899,20-11-2009,The Blind Side,FALSE,7.695,5952
FALSE,"[12, 14, 10749, 10751]",2270,en,47.199,09-08-2007,Stardust,FALSE,7.265,3798
FALSE,"[12, 16, 14]",81,ja,43.628,11-03-1984,Nausicaa of the Valley of the Wind,FALSE,7.931,3241
FALSE,"[53, 14, 35, 10751, 9648]",10756,en,43.626,26-11-2003,The Haunted Mansion,FALSE,5.645,1895
FALSE,[35],11397,en,43.622,07-12-2001,Not Another Teen Movie,FALSE,5.788,1925
FALSE,"[27, 53]",424139,en,43.617,18-10-2018,Halloween,FALSE,6.6,4424
FALSE,[18],112588,en,43.607,19-09-1981,Your Ticket Is No Longer Valid,FALSE,5,4
FALSE,"[28, 878, 53]",64635,en,43.604,02-08-2012,Total Recall,FALSE,6,5162
FALSE,"[28, 53, 80]",1089,en,43.587,31-01-1991,Point Break,FALSE,7.14,3260
FALSE,"[10751, 16]",10567,en,43.581,19-05-2000,Dinosaur,FALSE,6.516,2329
FALSE,"[35, 18, 14]",9339,en,43.539,23-06-2006,Click,FALSE,6.3,6603
FALSE,"[35, 12]",9285,en,43.519,19-05-2000,Road Trip,FALSE,6.164,1791
FALSE,"[53, 28, 80, 27, 18]",808396,en,43.5,22-06-2023,God Is a Bullet,FALSE,6.315,111
FALSE,"[53, 18]",850028,en,43.473,30-12-2022,"Alice, Darling",FALSE,5.919,149
FALSE,"[36, 18]",369972,en,43.472,10-10-2018,First Man,FALSE,7.048,4955
FALSE,"[10749, 35]",727745,en,43.467,11-08-2021,The Kissing Booth 3,FALSE,6.952,1754
FALSE,"[16, 53]",10494,ja,43.458,28-02-1998,Perfect Blue,FALSE,8.29,2247
FALSE,"[35, 10751]",9353,en,43.458,16-06-2006,Nacho Libre,FALSE,6.4,1448
FALSE,"[35, 18, 10749]",50646,en,43.445,29-07-2011,"Crazy, Stupid, Love.",FALSE,7.261,7902
FALSE,"[35, 28]",10661,en,43.44,05-06-2008,You Don't Mess with the Zohan,FALSE,5.704,3492
FALSE,[35],987917,en,43.435,20-10-2023,Old Dads,FALSE,6.298,203
FALSE,"[16, 10751]",175112,en,43.424,13-02-2014,Tinker Bell and the Pirate Fairy,FALSE,6.923,925
FALSE,"[16, 28, 35, 10751]",10555,en,43.385,20-09-2004,Shark Tale,FALSE,6,5987
FALSE,"[10751, 18, 14]",339984,en,43.378,17-03-2016,Miracles from Heaven,FALSE,7.426,1120
FALSE,"[53, 10770]",375846,en,43.361,24-08-2015,Bad Sister,FALSE,6.7,219
FALSE,"[10751, 16, 12, 35]",431580,en,43.356,19-09-2019,Abominable,FALSE,7.508,1908
FALSE,"[28, 53]",850880,es,43.311,19-10-2023,Sayen: Desert Road,FALSE,6.135,48
FALSE,"[35, 10749]",615665,en,43.302,27-10-2020,Holidate,FALSE,7.052,2006
FALSE,"[35, 14]",620,en,43.297,08-06-1984,Ghostbusters,FALSE,7.472,8258
FALSE,"[10751, 28, 14, 35]",615677,en,43.291,25-12-2020,We Can Be Heroes,FALSE,6.1,715
FALSE,[35],437557,en,43.28,14-03-2018,Blockers,FALSE,6.311,1887
FALSE,"[18, 27]",164052,en,43.276,22-01-2011,The Strange Thing About the Johnsons,FALSE,6.963,258
FALSE,"[27, 53, 12]",578,en,43.254,20-06-1975,Jaws,FALSE,7.7,9695
FALSE,"[35, 27, 53]",567609,en,43.236,21-08-2019,Ready or Not,FALSE,7.063,3992
FALSE,"[10749, 9648, 18]",1173558,pt,43.22,25-10-2023,Burning Betrayal,FALSE,5.725,72
FALSE,"[14, 27, 28, 53]",36586,en,43.206,22-03-2002,Blade II,FALSE,6.52,4403
FALSE,"[27, 28]",760204,en,43.201,28-10-2022,The Lair,FALSE,5.754,175
FALSE,"[18, 10749]",1127227,tl,43.197,23-06-2023,Tayuan,FALSE,7,7
FALSE,"[27, 53]",157433,en,43.168,04-04-2019,Pet Sematary,FALSE,5.732,3022
FALSE,"[16, 10751, 14]",13313,en,43.168,11-11-1997,Beauty and the Beast: The Enchanted Christmas,FALSE,6.174,936
FALSE,"[10751, 16, 12, 35]",211672,en,43.167,17-06-2015,Minions,FALSE,6.398,10063
FALSE,"[28, 53, 80]",539885,en,43.164,02-07-2020,Ava,FALSE,5.799,2370
FALSE,"[9648, 53, 27]",576845,en,50.397,21-10-2021,Last Night in Soho,FALSE,7.4,2945
FALSE,"[18, 35]",626735,en,54.75,17-02-2022,Dog,FALSE,7.351,1364
FALSE,"[12, 16, 35, 10751]",1273,en,45.672,23-03-2007,TMNT,FALSE,6.1,1020
FALSE,"[16, 35, 12, 10751]",454640,en,53.978,02-08-2019,The Angry Birds Movie 2,FALSE,7.106,1538
FALSE,"[18, 10749]",27066,it,47.466,27-01-1994,The Voyeur,FALSE,5.3,160
FALSE,"[35, 18, 10749]",8488,en,37.267,11-02-2005,Hitch,FALSE,6.555,5433
FALSE,"[53, 12]",924482,en,56.494,18-02-2022,The Ledge,FALSE,6.5,294
FALSE,"[18, 10770]",441168,en,53.721,11-02-2017,From Straight A's to XXX,FALSE,5.9,128
FALSE,"[14, 35, 10751]",888,en,42.965,26-05-1994,The Flintstones,FALSE,5.311,2280
FALSE,"[28, 12, 53, 10752]",1368,en,49.463,22-10-1982,First Blood,FALSE,7.5,5779
FALSE,"[35, 80]",449562,en,37.721,09-05-2019,The Hustle,FALSE,6.21,2346
FALSE,"[35, 27, 14]",991708,es,45.005,08-09-2023,El Conde,FALSE,6.328,131
FALSE,"[28, 35, 53]",11665,en,42.206,19-06-2008,Get Smart,FALSE,6.181,3360
FALSE,"[16, 35, 10751]",1037858,en,32.751,09-11-2022,The Soccer Football Movie,FALSE,6.1,103
FALSE,"[28, 18, 53]",117251,en,55.208,27-06-2013,White House Down,FALSE,6.5,4473
FALSE,"[35, 18]",491418,en,54.612,16-11-2018,Instant Family,FALSE,7.53,2723
FALSE,"[18, 28, 80, 27]",68635,de,45.23,17-03-1978,Women in Cellblock 9,FALSE,4.5,26
FALSE,"[12, 35, 80, 878]",817,en,37.45,08-06-1999,Austin Powers: The Spy Who Shagged Me,FALSE,6.3,3079
FALSE,"[18, 28]",59440,en,56.299,09-09-2011,Warrior,FALSE,7.843,4233
FALSE,"[35, 10751, 10749]",9880,en,43.596,03-08-2001,The Princess Diaries,FALSE,6.945,4643
FALSE,[18],9769,en,42.959,27-09-1997,Lolita,FALSE,7.146,1617
FALSE,"[16, 10751, 12, 35]",375107,en,42.957,09-03-2018,Duck Duck Goose,FALSE,6.3,149
FALSE,"[16, 12, 14]",16910,ja,42.954,06-08-2005,Naruto the Movie: Legend of the Stone of Gelel,FALSE,6.6,335
FALSE,"[28, 12, 53]",500916,en,42.946,27-12-2019,Primal,FALSE,5.6,317
FALSE,"[80, 18, 53]",500682,en,42.933,15-03-2019,The Highwaymen,FALSE,6.739,1848
FALSE,"[878, 28]",1033219,en,42.932,30-09-2022,Attack on Titan,FALSE,6.018,167
FALSE,"[28, 53, 878]",752,en,42.92,23-02-2006,V for Vendetta,FALSE,7.896,13726
FALSE,"[35, 14]",2978,en,42.906,16-06-1989,Ghostbusters II,FALSE,6.534,3998
FALSE,"[35, 10751]",417830,en,42.882,19-05-2017,Diary of a Wimpy Kid: The Long Haul,FALSE,5.34,428
FALSE,"[18, 28]",96721,en,42.872,02-09-2013,Rush,FALSE,7.713,6682
FALSE,"[16, 10751, 14]",756,en,42.864,13-11-1940,Fantasia,FALSE,7.354,2840
FALSE,"[12, 878]",428078,en,42.804,27-11-2018,Mortal Engines,FALSE,6.179,4333
FALSE,"[27, 53]",91586,en,42.804,12-09-2013,Insidious: Chapter 2,FALSE,6.671,3994
FALSE,"[53, 27, 18]",546121,en,42.798,20-11-2020,Run,FALSE,7.333,2298
FALSE,[18],965150,en,42.791,21-10-2022,Aftersun,FALSE,7.698,969
FALSE,"[53, 80, 18]",717980,en,42.788,10-02-2023,Sharper,FALSE,7.075,379
FALSE,"[18, 10752]",11778,en,42.78,08-12-1978,The Deer Hunter,FALSE,8,3476
FALSE,"[18, 12, 14, 10749]",556694,en,42.758,24-08-2022,Three Thousand Years of Longing,FALSE,6.907,1037
FALSE,"[36, 18]",943822,en,42.747,30-06-2022,Prizefighter: The Life of Jem Belcher,FALSE,6.3,158
FALSE,"[18, 80]",168672,en,42.742,03-12-2013,American Hustle,FALSE,6.853,6895
FALSE,"[18, 12, 14, 10749]",556694,en,39.453,24-08-2022,Three Thousand Years of Longing,FALSE,6.907,1037
FALSE,"[36, 18]",943822,en,58.447,30-06-2022,Prizefighter: The Life of Jem Belcher,FALSE,6.3,158
FALSE,"[18, 80]",168672,en,41.365,03-12-2013,American Hustle,FALSE,6.853,6895
FALSE,"[18, 10749]",80,en,33.162,16-06-2004,Before Sunset,FALSE,7.8,3131
FALSE,"[16, 10751]",13459,en,43.412,03-11-2008,Barbie in A Christmas Carol,FALSE,7,502
FALSE,[27],30497,en,41.109,01-10-1974,The Texas Chain Saw Massacre,FALSE,7.292,2968
FALSE,"[53, 27]",803114,en,43.935,28-01-2022,The Requin,FALSE,4.9,307
FALSE,"[18, 10751]",406997,en,55.414,13-11-2017,Wonder,FALSE,8.151,7486
FALSE,[37],938,it,45.857,18-12-1965,For a Few Dollars More,FALSE,8.019,3628
FALSE,"[28, 12, 35]",9471,en,57.406,27-06-2003,Charlie's Angels: Full Throttle,FALSE,5.465,2840
FALSE,"[53, 27]",17692,en,35.152,22-07-1983,Jaws 3-D,FALSE,4.444,1166
FALSE,"[10749, 18]",353577,en,39.06,15-09-2023,Love at First Sight,FALSE,7.277,355
FALSE,"[27, 878]",11470,en,41.651,09-11-2001,Jason X,FALSE,4.8,1236
FALSE,"[53, 18]",296098,en,36.155,15-10-2015,Bridge of Spies,FALSE,7.227,6481
FALSE,"[12, 28, 53]",710,en,49.348,16-11-1995,GoldenEye,FALSE,6.9,3597
FALSE,"[53, 27]",726217,en,49.26,18-08-2020,Escape: Puzzle of Fear,FALSE,4,20
FALSE,"[12, 28, 53, 80]",10764,en,48.294,29-10-2008,Quantum of Solace,FALSE,6.321,7424
FALSE,"[16, 10751, 12, 35]",770254,en,39.416,03-12-2021,Back to the Outback,FALSE,7.8,687
FALSE,"[18, 53]",441282,en,39.895,29-08-2019,Night Hunter,FALSE,6.507,753
FALSE,[35],193893,en,38.693,13-08-2014,Let's Be Cops,FALSE,6.473,2628
FALSE,"[10749, 35]",509,en,50.129,21-05-1999,Notting Hill,FALSE,7.261,5638
FALSE,[18],960206,da,43.788,01-12-2022,Godland,FALSE,7.01,97
FALSE,"[10402, 16, 10751, 14]",302429,en,29.129,23-01-2015,Strange Magic,FALSE,7.105,438
FALSE,[28],1102776,fr,59.451,28-04-2023,AKA,FALSE,6.876,553
FALSE,"[16, 10751, 14, 12]",75258,en,44.622,17-08-2012,Secret of the Wings,FALSE,7.207,1131
FALSE,[35],73835,it,33.385,07-02-1982,The Paramedic,FALSE,4.3,9
FALSE,[35],384682,en,37.82,25-11-2016,Office Christmas Party,FALSE,5.663,1937
FALSE,"[35, 12, 10751]",116149,en,59.375,24-11-2014,Paddington,FALSE,7.1,3415
FALSE,"[18, 10749]",86331,fr,41.289,06-10-2011,Desire,FALSE,5.95,805
FALSE,"[35, 10751, 14]",433,en,59.339,17-12-1964,Mary Poppins,FALSE,7.573,4394
FALSE,"[16, 10751, 35]",109451,en,43.608,26-09-2013,Cloudy with a Chance of Meatballs 2,FALSE,6.438,2942
FALSE,"[18, 80]",280996,en,47.052,19-06-2015,Mr. Holmes,FALSE,6.468,1757
FALSE,"[18, 10749, 10752, 10402]",440298,pl,31.357,08-06-2018,Cold War,FALSE,7.472,1391
FALSE,"[28, 80, 53]",249070,en,44.353,20-08-2015,Hitman: Agent 47,FALSE,5.834,2844
FALSE,"[16, 12, 35, 10751, 14]",228326,en,46.851,01-10-2014,The Book of Life,FALSE,7.551,2498
FALSE,"[10749, 35, 18]",138697,en,59.23,12-09-2013,Don Jon,FALSE,5.998,4097
FALSE,"[18, 53]",552178,en,59.206,22-11-2019,Dark Waters,FALSE,7.528,1908
FALSE,"[12, 28, 53]",681,en,41.042,14-12-1971,Diamonds Are Forever,FALSE,6.397,1914
FALSE,"[10749, 35]",1167725,en,37.34,28-09-2023,Love Is in the Air,FALSE,6.3,67
FALSE,"[12, 35, 10751, 14]",1108427,en,32.874,26-06-2025,Moana,FALSE,0,0
FALSE,"[35, 878, 18]",646380,en,37.561,07-12-2021,Don't Look Up,FALSE,7.129,7390
FALSE,"[28, 16, 878, 53]",291015,ja,59.14,01-08-2016,Under the Dog,FALSE,6.8,20
FALSE,"[28, 35, 80]",5175,en,59.107,03-08-2001,Rush Hour 2,FALSE,6.7,3750
FALSE,"[18, 10749]",454,en,54.332,01-11-1996,Romeo + Juliet,FALSE,6.795,4727
FALSE,"[35, 10751, 28]",10022,en,39.577,04-03-2005,The Pacifier,FALSE,6.1,2879
FALSE,"[10751, 12, 16, 35, 14]",10501,en,54.426,31-03-2000,The Road to El Dorado,FALSE,7.245,3515
FALSE,"[12, 878, 28, 9648]",262504,en,59.028,09-03-2016,Allegiant,FALSE,6.107,6286
FALSE,"[35, 12, 10751, 14, 16]",355547,en,48.581,15-11-2017,The Star,FALSE,6.316,504
FALSE,"[12, 18]",20766,en,47.476,25-11-2009,The Road,FALSE,7.002,3515
FALSE,"[28, 878, 12, 35, 10751]",88751,en,43.973,10-07-2008,Journey to the Center of the Earth,FALSE,6.063,4528
FALSE,"[80, 28]",11322,en,50.572,01-07-2009,Public Enemies,FALSE,6.678,4179
FALSE,"[28, 53]",101736,te,34.977,21-09-2017,Jai Lava Kusa,FALSE,6.7,20
FALSE,"[27, 35]",10925,en,58.018,25-04-1985,The Return of the Living Dead,FALSE,7.14,1902
FALSE,"[18, 9648, 35]",171274,en,46.289,12-12-2014,Inherent Vice,FALSE,6.6,2337
FALSE,"[28, 12]",602063,ja,48.078,23-04-2021,Rurouni Kenshin: The Final,FALSE,7.733,418
FALSE,"[27, 53]",632727,en,48.537,18-02-2022,Texas Chainsaw Massacre,FALSE,5.21,1296
FALSE,"[53, 9648, 80, 27]",800815,en,47.311,22-12-2022,The Pale Blue Eye,FALSE,6.892,1553
FALSE,"[12, 18, 53]",7305,en,58.867,15-01-1993,Alive,FALSE,6.9,1309
FALSE,"[10770, 35, 10749]",962367,en,58.862,18-12-2022,When Christmas Was Young,FALSE,6.2,10
FALSE,[28],811592,en,38.078,05-11-2021,One Shot,FALSE,6.8,811
FALSE,"[27, 53]",11284,en,42.015,05-09-1991,Freddy's Dead: The Final Nightmare,FALSE,5.301,1209
FALSE,"[28, 16, 14]",83091,ja,41.986,12-03-1988,Saint Seiya: The Heated Battle of the Gods,FALSE,7.54,151
FALSE,"[16, 878, 28, 12]",1121575,en,41.98,15-08-2023,Babylon 5: The Road Home,FALSE,6.851,57
FALSE,[99],1206163,it,41.931,24-11-2023,Ilary Blasi: The One and Only,FALSE,5.84,50
FALSE,"[28, 53, 80]",800345,ko,41.931,05-08-2022,Carter,FALSE,6.051,323
FALSE,"[16, 27, 12, 28, 878]",400136,ja,41.929,27-05-2017,Resident Evil: Vendetta,FALSE,6.9,883
FALSE,"[35, 12, 10751, 14]",10588,en,41.885,21-11-2003,The Cat in the Hat,FALSE,5.297,1539
FALSE,"[12, 16, 35, 10751]",12230,en,41.883,25-01-1961,One Hundred and One Dalmatians,FALSE,7.171,5892
FALSE,"[18, 27]",242224,en,41.874,22-05-2014,The Babadook,FALSE,6.5,5671
FALSE,"[35, 10751, 14]",23023,en,41.874,14-01-2010,Tooth Fairy,FALSE,5.48,1868
FALSE,"[18, 80]",154400,en,41.869,12-09-2014,The Drop,FALSE,6.773,2008
FALSE,"[12, 16, 18, 10751]",9837,en,41.851,16-12-1998,The Prince of Egypt,FALSE,7.252,3681
FALSE,"[18, 10402]",817758,en,41.833,23-09-2022,TAR,FALSE,7.154,975
FALSE,"[16, 12, 10751, 37]",637693,en,41.833,20-05-2021,Spirit Untamed,FALSE,7.253,478
FALSE,"[16, 12, 10751, 35, 14]",676701,es,41.828,24-08-2022,"Tad, the Lost Explorer and the Emerald Tablet",FALSE,7.618,267
FALSE,"[878, 12, 28]",299687,en,41.826,14-01-2016,The 5th Wave,FALSE,5.942,5523
FALSE,"[878, 16, 28]",169934,ja,41.821,24-04-2013,Iron Man: Rise of Technovore,FALSE,6.003,166
FALSE,"[10770, 35, 10749, 18]",1180688,en,41.814,16-12-2023,Sealed with a List,FALSE,0,0
FALSE,"[80, 28, 878]",9739,en,41.795,08-10-1993,Demolition Man,FALSE,6.694,3389
FALSE,"[12, 28, 35, 53, 80]",941,en,41.795,06-03-1987,Lethal Weapon,FALSE,7.3,4226
FALSE,"[10749, 16, 14]",573699,zh,37.275,11-01-2019,White Snake,FALSE,7.719,421
FALSE,"[18, 10749]",531428,fr,37.025,17-06-2019,Portrait of a Lady on Fire,FALSE,8.2,2252
FALSE,"[18, 10749]",660120,no,44.035,13-10-2021,The Worst Person in the World,FALSE,7.5,1095
FALSE,"[53, 878, 18, 9648]",157353,en,58.419,16-04-2014,Transcendence,FALSE,6.032,5150
FALSE,"[18, 14, 10749]",410119,cn,28.309,15-10-1987,Yu Pui Tsuen II,FALSE,6.7,10
FALSE,"[53, 27]",360784,en,54.263,15-09-2015,Hidden,FALSE,6.846,898
FALSE,"[35, 27]",19908,en,50.91,07-10-2009,Zombieland,FALSE,7.3,11604
FALSE,"[35, 18]",555285,en,41.83,29-03-2023,"Are You There God? It's Me, Margaret.",FALSE,7.318,184
FALSE,"[28, 878, 18]",934632,en,41.618,19-04-2024,Rebel Moon - Part Two: The Scargiver,FALSE,0,0
FALSE,[18],1640,en,42.754,06-05-2005,Crash,FALSE,7.227,3237
FALSE,"[16, 10751, 12, 35, 14]",460793,en,47.759,27-10-2017,Olaf's Frozen Adventure,FALSE,6.455,1372
FALSE,"[35, 10751, 14]",338958,en,41.671,18-11-2022,Disenchanted,FALSE,6.831,947
FALSE,"[53, 27, 28]",511987,en,48.257,11-07-2019,Crawl,FALSE,6.314,2902
FALSE,"[14, 18]",7980,en,43.748,26-12-2009,The Lovely Bones,FALSE,7.076,4309
FALSE,"[12, 14]",10730,en,45.445,08-09-1976,King Kong,FALSE,6.201,762
FALSE,"[9648, 53, 28]",241848,en,49.249,05-09-2014,The Guest,FALSE,6.6,1783
FALSE,"[16, 28, 12, 35, 10751]",366672,en,54.277,14-07-2022,Paws of Fury: The Legend of Hank,FALSE,6.7,260
FALSE,"[27, 53, 9648]",321258,en,39.495,22-01-2016,The Boy,FALSE,5.948,3603
FALSE,"[28, 878, 12]",415,en,48.739,20-06-1997,Batman & Robin,FALSE,4.336,4678
FALSE,"[35, 10749]",810171,en,45.769,11-05-2022,The Valet,FALSE,7.6,464
FALSE,"[18, 53, 80]",979,fr,58.19,22-05-2002,Irreversible,FALSE,7.231,2663
FALSE,"[18, 10749]",447362,en,50.498,27-11-2020,Life in a Year,FALSE,8.3,1585
FALSE,[53],1196632,tl,58.162,17-11-2023,Salakab,FALSE,0,0
FALSE,"[28, 16, 14]",83088,ja,52.232,18-03-1989,Saint Seiya: Warriors of the Final Holy Battle,FALSE,7.293,196
FALSE,"[27, 9648]",465086,en,34.241,31-12-2019,The Grudge,FALSE,5.472,1115
FALSE,"[12, 36, 28]",1911,en,40.68,13-08-1999,The 13th Warrior,FALSE,6.667,1679
FALSE,"[27, 53]",393345,en,44.735,12-10-2017,Cult of Chucky,FALSE,5.8,1172
FALSE,"[10751, 14, 35, 12]",10137,en,48.828,17-12-1999,Stuart Little,FALSE,6.049,4115
FALSE,"[16, 28]",81003,en,47.728,12-12-2011,Kung Fu Panda: Secrets of the Masters,FALSE,6.4,220
FALSE,"[27, 9648, 53]",565028,en,39.496,25-08-2021,Candyman,FALSE,6.029,1417
FALSE,"[18, 53, 27]",44214,en,46.877,03-12-2010,Black Swan,FALSE,7.7,13704
FALSE,"[16, 35, 10749]",820067,ja,52.256,20-05-2022,The Quintessential Quintuplets Movie,FALSE,8.4,338
FALSE,"[12, 28, 878]",9804,en,45.223,28-07-1995,Waterworld,FALSE,6.196,3395
FALSE,"[18, 10752, 36]",853,en,47.672,28-02-2001,Enemy at the Gates,FALSE,7.41,3345
FALSE,"[16, 28, 12, 14]",505262,ja,39.978,03-08-2018,My Hero Academia: Two Heroes,FALSE,7.901,930
FALSE,"[10749, 18, 35]",200727,en,43.472,16-10-2014,"Love, Rosie",FALSE,7.838,5965
FALSE,"[35, 18, 10749]",22705,it,45.469,28-01-2000,Cheeky,FALSE,5.6,226
FALSE,"[28, 16, 878]",39102,ja,44.218,19-03-1991,Dragon Ball Z: Lord Slug,FALSE,6.45,472
FALSE,"[16, 10751, 10770, 35, 14]",50393,en,41.721,26-11-2010,Kung Fu Panda Holiday,FALSE,7,301
FALSE,"[16, 10751, 12, 35]",364689,en,49.772,09-12-2017,Ferdinand,FALSE,7.221,2687
