adult,genre_ids,id,original_language,popularity,release_date,title,video,vote_average,vote_count
FALSE,"[18, 10402, 36]",277216,en,48.328,11-08-2015,Straight Outta Compton,FALSE,7.786,3644
FALSE,"[16, 35, 12]",1088812,en,48.317,13-01-2023,SpongeBob SquarePants Presents The Tidal Zone,FALSE,7,30
FALSE,"[18, 35, 53]",375262,en,48.286,23-11-2018,The Favourite,FALSE,7.533,4940
FALSE,"[9648, 12, 35]",9637,en,48.256,14-06-2002,Scooby-Doo,FALSE,6.06,4142
FALSE,"[18, 36]",6844,en,48.216,05-10-1956,The Ten Commandments,FALSE,7.759,1428
FALSE,"[14, 35, 10751]",10439,en,48.195,16-07-1993,Hocus Pocus,FALSE,7.1,2799
FALSE,"[16, 12, 10751]",844391,en,48.194,01-12-2022,Santaman,FALSE,7,1
FALSE,"[878, 28, 12]",1724,en,48.17,12-06-2008,The Incredible Hulk,FALSE,6.208,11152
FALSE,"[14, 35, 16, 878, 10751]",228161,en,48.155,18-03-2015,Home,FALSE,6.8,3755
FALSE,[],678583,en,48.151,01-01-2020,Some Be,FALSE,5,2
FALSE,"[28, 80, 878, 18]",744278,it,48.145,03-09-2021,Mondocane,FALSE,6.4,126
FALSE,"[28, 16, 878]",24752,ja,48.134,20-07-1991,Dragon Ball Z: Cooler's Revenge,FALSE,6.917,593
FALSE,"[12, 16, 35, 14, 10751]",13394,en,48.103,28-11-2007,Shrek the Halls,FALSE,6.335,778
FALSE,"[80, 9648, 53]",881164,en,48.091,17-03-2023,Boston Strangler,FALSE,6.728,518
FALSE,"[12, 18]",8358,en,48.084,22-12-2000,Cast Away,FALSE,7.661,10686
FALSE,"[28, 14]",364,en,48.069,19-06-1992,Batman Returns,FALSE,6.9,6073
FALSE,[18],14438,en,48.048,26-09-2008,Fireproof,FALSE,7.6,662
FALSE,[18],615,en,48.047,25-02-2004,The Passion of the Christ,FALSE,7.462,4072
FALSE,[],1211963,en,48.045,Null,Reacher Second Season Prime Premier,FALSE,10,1
FALSE,[53],928270,en,48.045,17-01-2022,Heatwave,FALSE,6.599,121
FALSE,"[12, 28, 53, 878]",604,en,48.023,15-05-2003,The Matrix Reloaded,FALSE,7.041,10280
FALSE,"[35, 27]",338967,en,48.021,09-10-2019,Zombieland: Double Tap,FALSE,7,5274
FALSE,"[28, 35, 80, 53]",522931,en,47.995,14-06-2021,Hitman's Wife's Bodyguard,FALSE,6.716,2018
FALSE,"[878, 12, 10751, 14]",601,en,47.994,11-06-1982,E.T. the Extra-Terrestrial,FALSE,7.514,10582
FALSE,"[28, 12, 53]",9802,en,47.968,07-06-1996,The Rock,FALSE,7.11,4308
FALSE,"[27, 9648, 14]",11596,en,47.95,13-10-1994,New Nightmare,FALSE,6.424,1264
FALSE,"[27, 53, 14]",526051,en,47.941,02-11-2018,Look Away,FALSE,6.5,739
FALSE,"[28, 878]",634429,ja,47.912,13-05-2022,Shin Ultraman,FALSE,7.1,106
FALSE,"[18, 14, 53, 27]",503919,en,47.901,18-10-2019,The Lighthouse,FALSE,7.5,4449
FALSE,[35],100042,en,47.862,12-11-2014,Dumb and Dumber To,FALSE,5.55,2965
FALSE,"[10749, 18]",398818,en,47.847,01-09-2017,Call Me by Your Name,FALSE,8.163,11472
FALSE,"[28, 53]",107846,en,47.79,09-10-2013,Escape Plan,FALSE,6.7,4855
FALSE,"[35, 10751]",13962,en,47.78,11-02-1994,Blank Check,FALSE,5.845,444
FALSE,"[18, 10749]",10229,en,47.776,25-01-2002,A Walk to Remember,FALSE,7.749,3826
FALSE,"[28, 35, 80]",879444,en,59.709,14-10-2022,Accident Man: Hitman's Holiday,FALSE,6.496,126
FALSE,"[28, 35, 80]",5174,en,56.666,08-08-2007,Rush Hour 3,FALSE,6.437,2967
FALSE,"[28, 12, 18, 14, 16]",118412,ja,63.916,23-06-2012,Berserk: The Golden Age Arc II - The Battle for Doldrey,FALSE,7.308,364
FALSE,"[18, 27, 9648]",516329,en,47.883,28-10-2021,Antlers,FALSE,6.272,982
FALSE,"[18, 80]",862968,en,44.341,20-10-2023,Pain Hustlers,FALSE,6.713,322
FALSE,"[16, 10751, 12, 35]",326359,en,47.709,09-03-2015,Frozen Fever,FALSE,6.832,1753
FALSE,"[18, 10749]",51828,en,49.056,02-03-2011,One Day,FALSE,7.423,3961
FALSE,"[14, 28, 27]",52520,en,54.105,19-01-2012,Underworld: Awakening,FALSE,6.301,3818
FALSE,"[35, 27, 28]",1070514,ja,47.653,03-08-2023,Zom 100: Bucket List of the Dead,FALSE,6.779,448
FALSE,"[18, 14, 53, 9648, 27]",2668,en,53.798,19-11-1999,Sleepy Hollow,FALSE,7.168,6311
FALSE,"[18, 36]",310307,en,47.637,13-09-2016,The Founder,FALSE,7.113,4564
FALSE,"[16, 18, 10402]",642538,ja,54.823,28-05-2022,Inu-Oh,FALSE,7.394,80
FALSE,"[35, 10751]",1100763,es,48.882,01-12-2023,La Navidad en sus manos,FALSE,7.333,3
FALSE,[28],9399,en,59.136,07-06-1990,Lionheart,FALSE,6.5,946
FALSE,"[28, 53]",1571,en,66.595,20-06-2007,Live Free or Die Hard,FALSE,6.612,5430
FALSE,"[18, 10749]",893694,tl,60.709,24-12-2021,Eva,FALSE,5.7,10
FALSE,"[16, 18, 35, 27, 14]",926899,en,47.54,14-01-2022,The House,FALSE,7.032,940
FALSE,"[12, 16, 10751]",297270,en,48.883,12-12-2014,Tinker Bell and the Legend of the NeverBeast,FALSE,7.264,971
FALSE,"[35, 10751, 14, 16]",6477,en,44.58,13-12-2007,Alvin and the Chipmunks,FALSE,5.806,4172
FALSE,"[18, 53]",10998,en,39.826,18-09-1987,Fatal Attraction,FALSE,6.848,1321
FALSE,"[28, 16, 878]",39103,ja,51.917,07-03-1992,Dragon Ball Z: The Return of Cooler,FALSE,6.477,772
FALSE,"[53, 27]",482373,en,47.436,12-08-2021,Don't Breathe 2,FALSE,7.106,2301
FALSE,"[27, 18]",8913,en,52.361,21-04-1989,Pet Sematary,FALSE,6.6,1997
FALSE,"[16, 18, 36]",267970,ja,47.395,09-05-2015,Miss Hokusai,FALSE,6.8,124
FALSE,"[28, 35, 53]",509967,en,61.618,13-12-2019,6 Underground,FALSE,6.348,4425
FALSE,"[18, 35, 10749]",1544,en,58.605,27-01-2006,Imagine Me & You,FALSE,7.585,944
FALSE,"[18, 10749]",716263,ko,47.349,10-06-2020,Sister-in-law's Taste,FALSE,6.3,11
FALSE,[35],9757,en,66.262,08-02-2007,Norbit,FALSE,5.596,2147
FALSE,"[16, 10751]",13700,en,52.598,02-04-2004,Home on the Range,FALSE,6.033,1890
FALSE,[27],764,en,39.097,10-09-1981,The Evil Dead,FALSE,7.311,3663
FALSE,"[53, 878, 28, 12]",869,en,61.147,25-07-2001,Planet of the Apes,FALSE,5.7,3735
FALSE,"[28, 12, 878]",539972,en,54.425,28-08-2024,Kraven the Hunter,FALSE,0,0
FALSE,"[16, 28, 35, 878]",474395,en,47.226,27-07-2018,Teen Titans Go! To the Movies,FALSE,7.3,1044
FALSE,"[18, 53]",340666,en,47.215,04-11-2016,Nocturnal Animals,FALSE,7.443,7276
FALSE,"[27, 878, 9648]",60935,en,47.213,12-10-2011,The Thing,FALSE,6.2,2697
FALSE,"[27, 9648]",4234,en,53.733,03-02-2000,Scream 3,FALSE,5.984,3272
FALSE,"[35, 10751, 14]",2758,en,45.328,19-11-1993,Addams Family Values,FALSE,6.949,2732
FALSE,"[12, 16, 10751, 14]",484510,en,47.114,01-11-2017,Trolls Holiday,FALSE,6.7,453
FALSE,"[18, 10749]",64682,en,47.088,09-05-2013,The Great Gatsby,FALSE,7.375,11638
FALSE,"[18, 10749]",787791,en,47.078,16-12-2022,The Almond and the Seahorse,FALSE,4.25,8
FALSE,"[28, 35, 80]",2109,en,61.41,18-09-1998,Rush Hour,FALSE,7.02,4472
FALSE,"[35, 10749]",8835,en,50.703,13-07-2001,Legally Blonde,FALSE,6.8,3673
FALSE,[35],9493,en,39.451,08-12-1988,Twins,FALSE,6,2074
FALSE,"[10751, 14, 12]",893345,en,50.161,27-04-2023,The Secret Kingdom,FALSE,6.627,51
FALSE,"[10751, 16, 14]",73456,en,49.551,11-08-2011,Barbie: Princess Charm School,FALSE,7.5,723
FALSE,"[12, 18, 28]",254,en,64.748,12-12-2005,King Kong,FALSE,6.872,7398
FALSE,"[16, 28, 14, 12]",592350,ja,46.803,20-12-2019,My Hero Academia: Heroes Rising,FALSE,8.178,1093
FALSE,[27],14564,en,47.797,01-02-2017,Rings,FALSE,4.966,2389
FALSE,"[27, 53, 14]",501170,en,65.705,30-10-2019,Doctor Sleep,FALSE,7.161,4050
FALSE,[27],10014,en,31.488,01-11-1985,A Nightmare on Elm Street Part 2: Freddy's Revenge,FALSE,5.786,1709
FALSE,"[12, 16, 35, 10751]",11619,en,51.785,22-10-2006,Flushed Away,FALSE,6.269,3549
FALSE,"[37, 18]",843846,en,65.558,20-10-2023,Butcher's Crossing,FALSE,6.3,24
FALSE,"[12, 28, 878]",1895,en,47.967,17-05-2005,Star Wars: Episode III - Revenge of the Sith,FALSE,7.415,12910
FALSE,"[28, 53, 80, 35]",796499,en,49.796,27-10-2021,Army of Thieves,FALSE,6.859,1795
FALSE,"[18, 53, 80]",244761,en,65.503,05-09-2014,The Captive,FALSE,5.832,1033
FALSE,"[18, 10749]",72570,en,34.47,05-02-2012,The Vow,FALSE,7.24,3826
FALSE,"[18, 10752, 36]",715931,en,41.267,02-12-2022,Emancipation,FALSE,7.887,979
FALSE,"[18, 53, 10752]",7445,en,54.768,02-12-2009,Brothers,FALSE,7.321,3276
FALSE,"[27, 53]",58428,en,44.517,18-08-2011,The Innkeepers,FALSE,5.4,599
FALSE,"[16, 35, 10751]",22794,en,54.763,17-09-2009,Cloudy with a Chance of Meatballs,FALSE,6.613,5550
FALSE,"[28, 878, 12]",841,en,61.611,14-12-1984,Dune,FALSE,6.201,2647
FALSE,"[12, 27, 53]",9360,en,64.261,11-04-1997,Anaconda,FALSE,5.2,2306
FALSE,"[53, 9648, 10749]",705996,ko,51.942,29-06-2022,Decision to Leave,FALSE,7.396,958
FALSE,"[35, 10749]",194,fr,65.355,25-04-2001,Amélie,FALSE,7.9,10880
FALSE,[27],250546,en,56.661,02-10-2014,Annabelle,FALSE,5.763,5821
FALSE,"[9648, 53, 18]",745,en,55.052,06-08-1999,The Sixth Sense,FALSE,7.947,10926
FALSE,"[53, 28, 9648]",1070802,en,61.082,27-06-2023,Confidential Informant,FALSE,6.227,99
FALSE,"[27, 28, 14]",22894,en,55.751,21-01-2010,Legion,FALSE,5.831,2432
FALSE,"[14, 35]",4011,en,46.097,30-03-1988,Beetlejuice,FALSE,7.378,6249
FALSE,[35],375794,es,50.248,02-09-2016,No Manches Frida,FALSE,7.743,797
FALSE,"[35, 28, 80, 53]",438650,en,62.75,07-02-2019,Cold Pursuit,FALSE,5.788,2404
FALSE,[35],52449,en,45.742,16-05-2011,Bad Teacher,FALSE,5.586,4454
FALSE,"[18, 35]",391713,en,49.095,01-09-2017,Lady Bird,FALSE,7.27,7952
FALSE,"[12, 27, 35]",257445,en,41.238,05-08-2015,Goosebumps,FALSE,6.3,3565
FALSE,[18],13223,en,54.285,12-12-2008,Gran Torino,FALSE,8,10124
FALSE,"[18, 10752]",28,en,47.482,15-08-1979,Apocalypse Now,FALSE,8.284,7638
FALSE,"[18, 10752]",423,en,53.578,17-09-2002,The Pianist,FALSE,8.385,8521
FALSE,[27],1081662,en,56.147,11-03-2023,Appendage,FALSE,5.9,87
FALSE,"[14, 35]",823482,en,45.805,10-11-2023,Dream Scenario,FALSE,7.441,59
FALSE,[35],521777,en,42.479,14-08-2019,Good Boys,FALSE,6.9,1709
FALSE,"[10751, 10402, 12, 35, 14, 10770]",277217,en,52.473,31-07-2015,Descendants,FALSE,7.1,2182
FALSE,"[28, 27, 53]",316727,en,46.426,29-06-2016,The Purge: Election Year,FALSE,6.398,4993
FALSE,"[27, 53]",694,en,52.614,23-05-1980,The Shining,FALSE,8.219,16448
FALSE,"[10751, 16, 35, 28]",11430,en,44.713,06-02-2004,The Lion King 1½,FALSE,6.579,2810
FALSE,"[16, 35, 10751, 28]",12242,en,58.913,03-11-2004,Mulan II,FALSE,6.478,2208
FALSE,"[18, 27, 53]",17609,en,41.463,20-05-2009,Antichrist,FALSE,6.636,2398
FALSE,"[27, 53]",595801,en,59.659,31-10-2018,Other Side of the Box,FALSE,6.823,48
FALSE,[28],1064517,es,46.399,04-04-2023,Fist of the Condor,FALSE,7.5,59
FALSE,"[27, 53]",948,en,60.66,24-10-1978,Halloween,FALSE,7.561,5140
FALSE,"[28, 14, 53]",71676,en,49.21,10-12-2011,Ghost Rider: Spirit of Vengeance,FALSE,5.008,3574
FALSE,"[53, 27]",280002,en,58.711,25-08-2014,The Remaining,FALSE,6.1,368
FALSE,"[28, 18]",579974,te,57.08,24-03-2022,RRR,FALSE,7.807,1115
FALSE,"[28, 53]",399402,en,52.705,19-10-2018,Hunter Killer,FALSE,6.873,1995
FALSE,"[35, 18]",763165,en,56.412,06-10-2023,The Burial,FALSE,7.249,291
FALSE,"[28, 12, 35, 18, 14, 16]",36728,ja,42.444,01-08-2009,Naruto Shippuden the Movie: The Will of Fire,FALSE,7.2,401
FALSE,"[12, 14, 16, 28, 10751, 10749]",10515,ja,51.692,02-08-1986,Castle in the Sky,FALSE,7.97,3819
FALSE,"[28, 35, 80]",136400,en,57.145,02-08-2013,2 Guns,FALSE,6.5,3869
FALSE,"[10751, 16]",1165223,en,48.201,13-02-2023,My First Barbie: Happy DreamDay,FALSE,6.4,15
FALSE,"[16, 35, 10751, 14]",923579,ru,46.258,23-03-2023,Cats in the Museum,FALSE,7.2,36
FALSE,"[18, 10749, 10752]",27098,sv,52.437,08-03-1995,All Things Fair,FALSE,6.6,115
FALSE,"[12, 14, 28, 27]",11237,en,50.935,25-08-2004,Anacondas: The Hunt for the Blood Orchid,FALSE,5.4,870
FALSE,[27],1032950,pl,47.975,26-10-2022,Hellhole,FALSE,6,253
FALSE,"[28, 80, 53]",4108,en,40.879,02-10-2002,The Transporter,FALSE,6.697,4985
FALSE,"[878, 18, 12]",522402,en,51.951,04-11-2021,Finch,FALSE,7.921,3149
FALSE,"[27, 53, 80]",663,en,58.177,25-10-2007,Saw IV,FALSE,6.164,3491
FALSE,"[16, 10751, 12, 14]",25475,en,50.176,03-09-2009,Tinker Bell and the Lost Treasure,FALSE,6.8,922
FALSE,[27],243688,en,49.941,20-05-2015,Poltergeist,FALSE,5.198,2166
FALSE,"[28, 12, 878]",861,en,46.563,01-06-1990,Total Recall,FALSE,7.3,5335
FALSE,[18],10867,it,45.411,16-03-2000,Malena,FALSE,7.4,2055
FALSE,"[16, 10751, 12]",1175959,en,61.523,19-09-2023,The Swan Princess: Far Longer Than Forever,FALSE,6.8,5
FALSE,"[28, 12, 18, 10749]",672322,ja,49.926,04-06-2021,Rurouni Kenshin: The Beginning,FALSE,7.6,384
FALSE,[18],50268,it,56.605,25-02-1987,Love & Passion,FALSE,5.5,40
FALSE,"[18, 10749]",228205,en,46.808,09-04-2015,The Longest Ride,FALSE,7.592,2969
FALSE,"[53, 18]",798362,en,64.401,28-09-2023,The Marsh King's Daughter,FALSE,6.755,53
FALSE,"[10751, 12, 18]",522518,en,48.36,03-05-2019,A Dog's Journey,FALSE,8.052,1386
FALSE,"[12, 28, 53]",660,en,51.448,11-12-1965,Thunderball,FALSE,6.656,2121
FALSE,"[10751, 35, 12, 16, 14]",522478,en,51.413,25-03-2021,Peter Rabbit 2: The Runaway,FALSE,7.154,725
FALSE,[18],592695,sv,44.414,08-10-2021,Pleasure,FALSE,6.3,428
FALSE,"[28, 12, 18, 14, 53, 9648]",518068,ko,48.9,01-08-2018,Along with the Gods: The Last 49 Days,FALSE,8.153,544
FALSE,[18],355651,nl,45.544,27-09-2015,The Student,FALSE,4.9,5
FALSE,"[10752, 36, 10749, 18]",676,en,45.921,21-05-2001,Pearl Harbor,FALSE,6.9,6033
FALSE,"[10749, 35, 18]",745391,en,45.889,10-08-2023,Love in Taipei,FALSE,7.155,29
FALSE,"[18, 10402]",65,en,45.884,08-11-2002,8 Mile,FALSE,7.13,6793
FALSE,"[14, 18, 10752]",1417,es,45.873,10-10-2006,Pan's Labyrinth,FALSE,7.758,9950
FALSE,"[27, 53, 9648]",522681,en,45.864,03-01-2019,Escape Room,FALSE,6.5,4381
FALSE,"[27, 53]",514593,en,45.816,18-06-2020,You Should Have Left,FALSE,5.989,676
FALSE,"[80, 18, 36]",524,en,45.804,22-11-1995,Casino,FALSE,8.012,5357
FALSE,"[12, 18, 10751]",1265,en,45.779,15-02-2007,Bridge to Terabithia,FALSE,7.296,4438
FALSE,"[27, 9648]",9358,en,45.773,31-01-2003,Final Destination 2,FALSE,6.227,3748
FALSE,"[12, 35, 10751]",11459,en,45.768,29-07-2005,Sky High,FALSE,6.244,2154
FALSE,"[16, 14, 28, 10770]",726684,fr,45.763,15-05-2021,Miraculous World: Shanghai â€“ The Legend of Ladydragon,FALSE,7.891,595
FALSE,"[27, 9648]",55779,en,45.71,12-08-2011,Final Destination 5,FALSE,6.1,3152
FALSE,"[80, 18, 53]",9366,en,45.704,27-02-1997,Donnie Brasco,FALSE,7.5,4110
FALSE,"[18, 10749]",82023,de,45.701,07-12-2011,Hotel Desire,FALSE,5.986,104
FALSE,[37],33,en,45.687,07-08-1992,Unforgiven,FALSE,7.913,4038
FALSE,"[18, 80]",4982,en,45.686,02-11-2007,American Gangster,FALSE,7.578,5012
FALSE,"[878, 12, 18, 28]",871,en,45.676,07-02-1968,Planet of the Apes,FALSE,7.6,3147
FALSE,"[28, 53, 80]",8909,en,45.673,19-06-2008,Wanted,FALSE,6.512,6640
FALSE,"[28, 53]",760868,sv,45.669,18-03-2022,Black Crab,FALSE,6.238,718
FALSE,"[28, 9648, 878, 53]",13811,en,45.661,19-03-2009,Knowing,FALSE,6.185,4967
FALSE,"[16, 35, 18, 10751, 14]",869626,en,49.633,24-06-2022,Marcel the Shell with Shoes On,FALSE,7.7,404
FALSE,"[35, 18]",621587,en,63.896,16-11-2023,Next Goal Wins,FALSE,6.324,17
FALSE,"[18, 10752, 10749]",770,en,51.496,15-12-1939,Gone with the Wind,FALSE,8,3747
FALSE,[35],11635,en,45.588,21-02-2003,Old School,FALSE,6.59,1672
FALSE,"[28, 80, 53]",15255,en,45.288,11-04-2006,Undisputed II: Last Man Standing,FALSE,7.341,732
FALSE,"[28, 80, 53]",9874,en,43.084,22-05-1986,Cobra,FALSE,6.063,1592
FALSE,"[80, 18, 53]",1645,en,46.831,24-07-1996,A Time to Kill,FALSE,7.383,2303
FALSE,[27],477623,en,43.235,08-10-2017,Mother Krampus,FALSE,4.5,30
FALSE,"[27, 14, 9648, 878, 53]",128655,en,48.6,25-08-2012,Haunted High,FALSE,4.3,34
FALSE,[878],17654,en,51.629,05-08-2009,District 9,FALSE,7.429,8856
FALSE,"[28, 35, 80, 9648]",302699,en,63.68,16-06-2016,Central Intelligence,FALSE,6.416,5556
FALSE,"[18, 10749, 80]",511809,en,48.746,08-12-2021,West Side Story,FALSE,7.014,1385
FALSE,"[14, 28, 80]",268,en,48.319,21-06-1989,Batman,FALSE,7.2,7265
FALSE,"[12, 28, 53, 9648]",2059,en,50.318,19-11-2004,National Treasure,FALSE,6.6,5932
FALSE,"[35, 18]",37265,it,32.782,21-02-1992,All Ladies Do It,FALSE,4.87,347
FALSE,"[35, 18, 10749]",19404,hi,49.513,20-10-1995,Dilwale Dulhania Le Jayenge,FALSE,8.547,4302
FALSE,"[16, 10751, 12, 14]",10693,en,54.261,05-02-1953,Peter Pan,FALSE,7.221,5054
FALSE,[18],50270,it,39.485,13-02-1991,Paprika,FALSE,7.038,372
FALSE,"[12, 16, 35, 10751]",533,en,47.007,04-09-2005,Wallace & Gromit: The Curse of the Were-Rabbit,FALSE,7.1,2495
FALSE,"[18, 9648, 53]",619979,en,49.834,18-03-2022,Deep Water,FALSE,5.762,1143
FALSE,[35],88907,en,45.354,31-07-1985,Hot Chili,FALSE,3.9,11
FALSE,"[10402, 18, 10749]",332562,en,45.345,03-10-2018,A Star Is Born,FALSE,7.502,11171
FALSE,"[18, 80]",292011,en,45.308,13-12-2019,Richard Jewell,FALSE,7.428,2310
FALSE,"[18, 10752, 9648]",46738,fr,45.29,04-09-2010,Incendies,FALSE,8.101,2389
FALSE,[27],17898,en,45.265,10-10-1985,Silver Bullet,FALSE,6.53,540
FALSE,"[10749, 35]",865559,en,45.252,02-12-2022,Your Christmas or Mine?,FALSE,6.415,130
FALSE,"[12, 16, 35, 10751]",258509,en,45.247,17-12-2015,Alvin and the Chipmunks: The Road Chip,FALSE,6.024,1536
FALSE,"[16, 10751]",45772,en,45.234,13-01-2011,Gnomeo & Juliet,FALSE,5.863,1839
FALSE,"[28, 35, 10751]",256961,en,45.229,16-04-2015,Paul Blart: Mall Cop 2,FALSE,5.142,1457
FALSE,[27],242512,en,45.193,24-10-2014,Ouija,FALSE,5.2,2533
FALSE,"[18, 37]",335,it,45.18,21-12-1968,Once Upon a Time in the West,FALSE,8.288,3987
FALSE,"[18, 53]",958196,en,45.173,09-03-2023,Inside,FALSE,5.708,233
FALSE,[35],10402,en,45.165,10-12-1999,Deuce Bigalow: Male Gigolo,FALSE,5.951,1304
FALSE,"[18, 80]",15070,en,45.15,17-07-2002,Undisputed,FALSE,6.508,665
FALSE,"[10751, 35]",60307,en,45.105,25-03-2011,Diary of a Wimpy Kid: Rodrick Rules,FALSE,6.6,1046
FALSE,"[28, 18, 53]",192102,en,45.08,14-02-2014,3 Days to Kill,FALSE,6.068,2024
FALSE,[35],274167,en,45.076,25-12-2015,Daddy's Home,FALSE,6.27,3008
FALSE,"[28, 53, 80]",9335,en,45.069,03-08-2005,Transporter 2,FALSE,6.314,3346
FALSE,"[28, 53, 80, 18]",1020394,fr,45.058,25-08-2023,The Squad: Home Run,FALSE,6.402,92
FALSE,"[16, 14]",843241,ja,45.056,02-07-2021,The Seven Deadly Sins: Cursed by Light,FALSE,7.744,449
FALSE,"[80, 28, 18]",842544,en,53.313,05-01-2023,Transfusion,FALSE,6.113,216
FALSE,"[35, 10749]",1001811,en,36.89,07-09-2023,My Big Fat Greek Wedding 3,FALSE,6.568,74
FALSE,"[9648, 53, 28]",995012,en,45.307,24-03-2023,The Tutor,FALSE,6.523,66
FALSE,"[28, 35, 80]",90,en,40.805,05-12-1984,Beverly Hills Cop,FALSE,7.187,3700
FALSE,"[27, 9648]",632357,en,54.422,31-03-2021,The Unholy,FALSE,6.664,2010
FALSE,"[27, 53]",71672,en,49.204,17-10-2011,Wrong Turn 4: Bloody Beginnings,FALSE,5.7,1003
FALSE,[18],615643,en,36.468,12-02-2021,Minari,FALSE,7.36,1440
FALSE,"[9648, 27, 53]",10066,en,38.249,05-05-2005,House of Wax,FALSE,5.9,2805
FALSE,[35],632856,en,58.093,10-11-2022,Spirited,FALSE,7.038,485
FALSE,"[27, 14, 36, 28]",854867,en,47.383,31-01-2022,Werewolf Castle,FALSE,5.5,12
FALSE,"[28, 12, 14]",205584,en,47.5,25-02-2016,Gods of Egypt,FALSE,5.639,3856
FALSE,"[16, 28, 878]",765172,en,41.283,04-08-2022,Rise of the Teenage Mutant Ninja Turtles: The Movie,FALSE,7.2,143
FALSE,"[35, 80, 18]",308266,en,52.749,18-08-2016,War Dogs,FALSE,6.908,4572
FALSE,[53],263472,en,52.985,26-06-2015,Knock Knock,FALSE,5.3,2940
FALSE,"[18, 14, 10749]",4922,en,59.482,25-12-2008,The Curious Case of Benjamin Button,FALSE,7.58,12039
FALSE,"[878, 28]",44943,en,50.232,08-03-2011,Battle: Los Angeles,FALSE,5.739,3219
FALSE,"[18, 10751]",28178,en,46.479,08-06-2009,Hachi: A Dog's Tale,FALSE,8.009,6300
FALSE,[27],776797,zh,38.99,22-01-2021,The Sadness,FALSE,6.763,678
FALSE,"[12, 16, 10751]",11238,en,37.467,20-05-1996,Aladdin and the King of Thieves,FALSE,6.259,1738
FALSE,[35],10607,en,45.46,12-01-1996,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,FALSE,6.971,1174
FALSE,"[53, 27]",289559,en,51.935,21-10-2016,House of Purgatory,FALSE,3.6,24
FALSE,"[27, 53]",417384,en,39.869,08-08-2019,Scary Stories to Tell in the Dark,FALSE,6.498,2468
FALSE,"[28, 80, 18, 53]",136797,en,54.962,12-03-2014,Need for Speed,FALSE,6.4,4110
FALSE,"[12, 18, 10751]",44826,en,58.207,22-11-2011,Hugo,FALSE,7.176,6834
FALSE,"[14, 28, 878, 53, 27]",440,en,54.656,25-12-2007,Aliens vs Predator: Requiem,FALSE,5.171,2642
FALSE,"[10749, 18]",43949,en,46.707,06-08-2010,Flipped,FALSE,7.988,2719
FALSE,"[878, 10752]",843794,ko,53.007,12-01-2023,JUNG_E,FALSE,6.2,521
FALSE,"[53, 878]",8645,en,47.602,11-06-2008,The Happening,FALSE,5.39,3326
FALSE,"[18, 14, 10770, 10751]",13189,en,51.198,09-10-1984,A Christmas Carol,FALSE,7.348,320
FALSE,[18],301502,en,53.739,16-09-2022,Blonde,FALSE,6.061,1187
FALSE,"[16, 28, 878]",44251,ja,52.946,12-03-1994,Dragon Ball Z: Broly - Second Coming,FALSE,6.685,604
FALSE,[53],446807,en,42.452,25-10-2018,The Girl in the Spider's Web,FALSE,6.131,1237
FALSE,"[28, 53]",59961,en,41.944,08-02-2012,Safe House,FALSE,6.454,3339
FALSE,[18],750209,ko,42.105,02-10-2020,Dangerous Lesson,FALSE,4.6,5
FALSE,"[53, 18]",157098,ja,42.836,23-08-1986,Snake and Whip,FALSE,5.2,5
FALSE,"[16, 10402]",1108298,ja,42.086,20-05-2023,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,FALSE,9.5,2
FALSE,"[80, 18, 53]",507532,en,62.385,08-09-2023,Finestkind,FALSE,7.313,24
FALSE,"[10749, 18]",533444,en,44.944,15-11-2019,Waves,FALSE,7.398,591
FALSE,"[28, 12, 14]",311324,en,58.386,16-12-2016,The Great Wall,FALSE,6.007,4807
FALSE,"[53, 18]",50839,en,42.681,11-02-2011,Margin Call,FALSE,6.84,1623
FALSE,"[35, 18]",120467,en,44.5,26-02-2014,The Grand Budapest Hotel,FALSE,8.051,13983
FALSE,"[14, 28, 9648]",123553,en,44.491,21-08-2013,The Mortal Instruments: City of Bones,FALSE,6.437,4304
FALSE,"[12, 14, 28]",23047,en,44.48,07-01-2011,Season of the Witch,FALSE,5.43,2279
FALSE,[18],109410,en,44.471,12-04-2013,42,FALSE,7.169,1681
FALSE,"[35, 10751, 14, 10749]",4523,en,44.467,20-11-2007,Enchanted,FALSE,6.8,5132
FALSE,"[878, 28, 12, 35, 10751]",1498,en,44.436,30-03-1990,Teenage Mutant Ninja Turtles,FALSE,6.616,1601
FALSE,"[80, 18, 53]",893508,en,44.405,15-09-2022,The Bezonians,FALSE,5.8,5
FALSE,"[14, 28, 53]",9495,en,44.405,11-05-1994,The Crow,FALSE,7.51,3622
FALSE,"[28, 18]",346,ja,44.397,26-04-1954,Seven Samurai,FALSE,8.456,3319
FALSE,"[16, 10749, 10751, 14]",16119,en,44.378,06-02-2007,Cinderella III: A Twist in Time,FALSE,6.5,1168
FALSE,"[10752, 28, 18]",9567,en,44.35,07-03-2003,Tears of the Sun,FALSE,6.9,2120
FALSE,[35],484718,en,44.313,04-03-2021,Coming 2 America,FALSE,6.5,2054
FALSE,"[16, 10751, 35]",77887,en,44.296,16-06-2011,Hawaiian Vacation,FALSE,7.009,617
FALSE,"[12, 80, 28, 53]",204553,ko,44.295,03-07-2013,Cold Eyes,FALSE,7.498,308
